income_stability,average_eligible_emi,average_usable_salary,average_monthly_credit,employer_category,employment_tenure_years,average_month_end_balance,bounce_count,gambling_transaction_count,active_loans_count,has_credit_card,has_personal_loan,has_home_loan,credit_exposure_intensity,average_obligation_to_income_ratio,credit_score
STABLE,90975.0,191172,458504.32,Category B (Private Ltd),9.0,6529.3,0,0,1,0,0,1,2,12.66,655
STABLE,35087.14,100214,295465.85,Category B (Private Ltd),3.0,7041.99,0,0,5,1,1,1,6,55.22,670
UNSTABLE,125877.41,277337,573056.04,Category B (Private Ltd),5.6,1369372.62,0,0,5,1,1,1,5,10.34,654
STABLE,95055.69,195058,460086.73,Category B (Private Ltd),0.21,827394.33,0,0,3,0,1,0,3,85.56,672
UNSTABLE,75607.45,136718,394245.84,Category B (Private Ltd),1.32,333543.49,1,0,4,1,1,1,4,22.28,610
UNSTABLE,9479.8,25628,46077.0,Category C (Partnership/Proprietorship),3.35,19506.37,0,0,3,0,0,1,3,47.12,599
STABLE,76429.52,166287,284760.34,Category A (MNC/Govt/PSU),0.26,49818.69,0,0,3,1,0,0,4,51.04,727
STABLE,52837.39,104437,149525.88,Category C (Partnership/Proprietorship),13.67,327397.92,0,0,5,1,1,1,5,13.48,735
STABLE,16939.0,40568,70214.65,Category B (Private Ltd),15.74,99699.28,0,0,5,1,1,1,6,80.49,658
STABLE,41981.69,71788,73399.05,Category A (MNC/Govt/PSU),25.39,211757.14,0,0,1,0,0,0,1,26.12,764
UNSTABLE,10617.41,20011,35100.75,Unlisted,7.79,97263.73,0,0,4,0,1,1,5,57.89,583
STABLE,102517.67,223854,306313.07,Category C (Partnership/Proprietorship),2.1,767265.73,0,0,1,0,0,1,1,18.03,742
FLUCTUATING,19548.72,55161,91616.61,Category B (Private Ltd),12.58,197856.83,0,0,5,1,1,1,5,49.08,684
STABLE,79546.0,142844,417276.12,Category B (Private Ltd),2.27,483020.53,0,0,0,0,0,0,0,50.69,749
FLUCTUATING,43344.48,81255,226535.43,Category C (Partnership/Proprietorship),3.13,1229.01,0,0,1,0,0,0,1,10.55,581
FLUCTUATING,31297.2,67965,85695.64,Category C (Partnership/Proprietorship),6.19,181456.68,0,0,0,0,0,0,1,17.93,654
STABLE,88635.55,191027,542503.89,Unlisted,1.69,585702.24,0,0,0,0,0,0,0,90.28,641
STABLE,13436.42,36049,48203.43,Category A (MNC/Govt/PSU),7.28,81152.9,0,0,0,0,0,0,1,72.84,722
UNSTABLE,9079.28,23188,46133.77,Category A (MNC/Govt/PSU),13.21,18127.82,0,0,5,1,1,1,5,72.42,572
STABLE,78192.13,180532,418732.18,Unlisted,0.53,79098.5,0,0,0,0,0,0,1,43.87,675
STABLE,70730.32,118853,238613.89,Category B (Private Ltd),0.39,7700.75,0,0,4,1,1,1,4,19.72,666
STABLE,100131.82,248841,729907.88,Category B (Private Ltd),8.08,300663.14,0,0,0,0,0,0,0,56.97,749
FLUCTUATING,8122.94,21320,36362.05,Category C (Partnership/Proprietorship),1.85,76169.31,3,0,1,0,1,0,2,81.62,407
STABLE,64012.67,132636,365073.51,Category C (Partnership/Proprietorship),0.57,322393.73,2,0,5,1,1,1,5,12.21,624
STABLE,90995.69,165346,414197.9,Category B (Private Ltd),2.8,262007.29,0,0,0,0,0,0,1,64.41,733
STABLE,41302.5,132722,336783.93,Category C (Partnership/Proprietorship),1.11,53324.35,2,0,0,0,0,0,1,50.96,608
STABLE,62626.29,121559,230322.33,Category C (Partnership/Proprietorship),3.64,8023.65,0,0,3,1,0,1,3,44.24,679
FLUCTUATING,146131.18,268660,432601.27,Category B (Private Ltd),12.31,1111213.64,0,0,5,1,1,1,6,74.72,675
STABLE,111753.99,230712,484289.12,Category C (Partnership/Proprietorship),1.57,368373.8,0,0,1,0,0,1,1,56.63,742
STABLE,20845.49,62082,112874.52,Category A (MNC/Govt/PSU),1.19,137158.07,0,0,2,0,1,0,3,16.64,726
STABLE,53015.8,95275,95334.02,Category C (Partnership/Proprietorship),0.1,184463.44,0,0,5,1,1,1,5,75.24,694
STABLE,41768.02,132474,259470.27,Category C (Partnership/Proprietorship),2.5,509181.92,0,0,2,0,1,0,3,53.03,726
STABLE,120256.04,228924,384432.92,Category B (Private Ltd),2.58,1054290.94,0,0,4,1,1,0,4,64.48,716
STABLE,47298.5,151902,290684.63,Category C (Partnership/Proprietorship),1.88,693507.08,0,0,3,0,1,1,3,19.95,725
STABLE,109610.23,235449,265586.51,Category A (MNC/Govt/PSU),1.0,743027.84,0,0,1,0,1,0,1,14.06,762
FLUCTUATING,100839.73,204006,578080.91,Category B (Private Ltd),0.17,137698.14,0,0,0,0,0,0,0,64.9,642
STABLE,51554.19,128778,216745.77,Unlisted,8.01,149271.78,0,0,2,1,1,0,3,41.11,703
STABLE,93764.73,189556,424286.75,Category C (Partnership/Proprietorship),0.98,62814.94,0,0,0,0,0,0,1,29.95,698
FLUCTUATING,27696.81,57404,139532.27,Category A (MNC/Govt/PSU),5.69,269204.26,0,0,5,1,1,1,5,83.78,592
FLUCTUATING,111172.29,204308,536440.64,Category B (Private Ltd),7.15,5161.38,1,0,4,0,1,1,5,68.54,508
STABLE,110473.48,246240,709873.31,Category C (Partnership/Proprietorship),4.3,431123.39,0,0,2,0,1,0,2,71.36,696
STABLE,139584.58,298953,594335.0,Category B (Private Ltd),1.45,258907.6,0,0,4,1,1,1,5,37.75,702
STABLE,97144.31,203899,308512.49,Category B (Private Ltd),0.4,946412.43,1,0,5,1,1,1,6,12.98,692
STABLE,42941.73,75035,100228.59,Category A (MNC/Govt/PSU),0.38,26995.39,0,0,2,0,1,0,3,73.76,672
STABLE,35146.46,103402,137205.33,Category A (MNC/Govt/PSU),4.13,261999.36,0,0,1,1,0,0,2,20.58,779
STABLE,11653.24,34136,101166.62,Category A (MNC/Govt/PSU),4.91,30230.01,0,0,0,0,0,0,1,30.93,712
STABLE,21787.8,40580,49082.18,Category C (Partnership/Proprietorship),2.62,120262.9,0,0,4,1,1,0,4,34.71,710
STABLE,109572.72,194348,254429.58,Category C (Partnership/Proprietorship),2.0,75374.92,0,0,2,0,0,1,2,44.54,691
UNSTABLE,71726.48,152675,367730.38,Category C (Partnership/Proprietorship),5.82,112413.62,0,0,5,1,1,1,6,12.08,618
STABLE,25370.41,80509,108378.73,Category A (MNC/Govt/PSU),1.65,381620.47,0,0,3,1,0,1,4,93.33,688
STABLE,78559.26,214381,404339.72,Category C (Partnership/Proprietorship),1.54,660236.15,0,0,1,0,0,0,2,12.92,730
FLUCTUATING,60103.32,154932,254966.14,Category A (MNC/Govt/PSU),4.77,293445.84,0,0,4,1,0,1,4,58.21,715
UNSTABLE,108152.79,206692,426604.76,Category B (Private Ltd),2.5,608516.78,1,0,2,0,0,0,2,70.96,586
FLUCTUATING,70191.7,232947,233100.82,Category B (Private Ltd),0.15,294890.6,0,0,5,1,1,1,6,42.3,630
STABLE,92693.02,222056,661692.01,Category A (MNC/Govt/PSU),3.93,888599.76,3,0,1,0,1,0,2,44.31,633
STABLE,129724.2,261608,606775.13,Category B (Private Ltd),0.89,362955.97,2,0,3,1,0,1,4,75.4,593
STABLE,114914.39,276118,447120.79,Category A (MNC/Govt/PSU),0.81,264181.66,0,0,2,0,1,1,2,22.9,726
FLUCTUATING,37576.26,71265,146183.32,Category B (Private Ltd),7.08,274847.93,0,2,1,0,1,0,2,12.08,562
STABLE,93864.41,278999,436094.99,Category A (MNC/Govt/PSU),5.83,7894.57,0,0,3,0,1,1,3,58.61,659
STABLE,18671.92,33178,44861.1,Category A (MNC/Govt/PSU),0.4,17754.15,0,0,5,1,1,1,5,94.21,616
STABLE,102009.73,216308,593122.72,Category B (Private Ltd),14.61,661369.03,0,0,3,1,1,1,3,93.28,682
STABLE,97365.6,220493,596537.97,Category B (Private Ltd),0.23,62408.47,0,0,5,1,1,1,6,76.15,678
STABLE,27108.95,57907,64984.81,Category B (Private Ltd),3.15,116931.98,1,0,0,0,0,0,1,91.86,628
STABLE,68022.62,184847,445826.02,Category B (Private Ltd),3.85,220794.39,0,0,0,0,0,0,1,92.79,661
STABLE,48839.77,113722,259488.96,Unlisted,0.6,127774.97,1,0,5,1,1,1,6,76.75,589
STABLE,69148.39,116657,246812.11,Category B (Private Ltd),1.77,269510.7,0,0,1,0,0,0,2,57.09,743
STABLE,80135.97,229999,236032.64,Category C (Partnership/Proprietorship),5.06,507948.88,0,0,4,1,1,0,4,32.71,720
UNSTABLE,17292.9,36440,88123.37,Category C (Partnership/Proprietorship),21.66,38930.02,0,0,5,1,1,1,6,85.12,529
STABLE,143040.51,285337,653812.83,Category B (Private Ltd),0.23,917101.64,3,0,4,1,0,1,4,14.78,610
STABLE,66620.81,125455,182231.57,Unlisted,26.68,11827.92,0,0,0,0,0,0,0,92.26,599
STABLE,10526.14,24570,40590.79,Category B (Private Ltd),0.7,120561.11,0,0,5,1,1,1,5,37.62,685
STABLE,120690.62,205984,305812.18,Category B (Private Ltd),13.91,994835.39,0,0,3,1,1,0,4,34.77,777
STABLE,7383.66,15017,41415.35,Unlisted,9.73,1048.28,0,1,1,0,0,0,2,24.44,552
STABLE,49318.27,102862,183072.71,Category B (Private Ltd),6.59,362769.64,0,0,2,0,0,1,2,71.14,732
STABLE,124335.99,215471,473734.71,Category A (MNC/Govt/PSU),7.62,643204.68,0,0,5,1,1,1,6,72.45,746
UNSTABLE,75370.14,140366,188549.44,Category A (MNC/Govt/PSU),3.8,9425.51,0,0,4,1,0,1,4,49.42,592
STABLE,80100.77,148721,359172.17,Category A (MNC/Govt/PSU),8.49,579725.54,0,0,3,0,1,0,4,31.56,775
STABLE,19359.85,49137,118078.15,Category A (MNC/Govt/PSU),0.0,4394.6,0,0,1,0,0,1,1,77.71,631
UNSTABLE,91894.76,233293,469173.66,Category B (Private Ltd),1.94,12740.08,0,0,1,0,0,0,1,26.32,583
FLUCTUATING,25022.95,67564,94262.72,Category A (MNC/Govt/PSU),6.14,74137.28,0,0,3,1,1,0,3,64.98,629
STABLE,83283.44,205649,428988.96,Category A (MNC/Govt/PSU),0.01,783161.12,0,0,0,0,0,0,0,40.6,764
STABLE,43225.57,128217,148742.32,Category C (Partnership/Proprietorship),0.05,342752.99,3,0,1,1,0,0,2,18.3,595
STABLE,20149.39,49435,123575.29,Unlisted,2.37,103312.13,0,0,3,1,1,0,4,42.17,667
STABLE,49856.92,120233,126281.71,Category C (Partnership/Proprietorship),12.33,271627.57,0,0,4,1,1,1,4,54.48,749
STABLE,6608.75,17691,30209.01,Category B (Private Ltd),4.46,1522.23,0,0,1,0,0,1,2,49.04,638
UNSTABLE,163809.92,279878,605620.85,Category C (Partnership/Proprietorship),2.81,1237275.48,1,0,1,1,0,0,2,52.18,593
STABLE,65680.83,169244,375013.88,Category A (MNC/Govt/PSU),3.52,810696.31,0,0,5,1,1,1,5,30.83,757
STABLE,83957.97,166259,255852.15,Category B (Private Ltd),2.93,265386.39,0,0,3,0,1,0,3,35.55,759
UNSTABLE,96931.75,189605,448491.1,Category A (MNC/Govt/PSU),2.51,180655.98,0,0,4,0,1,1,4,80.27,547
STABLE,67194.68,159010,428277.76,Category A (MNC/Govt/PSU),0.11,88890.39,3,0,1,1,0,0,2,20.48,608
STABLE,121731.49,255506,450078.06,Category A (MNC/Govt/PSU),9.68,763977.7,0,0,5,1,1,1,6,44.03,765
STABLE,91497.72,260967,269514.66,Category C (Partnership/Proprietorship),4.32,659208.59,1,0,5,1,1,1,5,35.58,691
STABLE,111665.26,187338,300583.59,Category A (MNC/Govt/PSU),0.91,321922.14,0,0,2,1,1,0,2,20.42,745
STABLE,32961.24,84383,204874.4,Category B (Private Ltd),2.79,166341.72,0,0,3,0,1,1,4,19.9,733
STABLE,105772.44,241582,542533.33,Category A (MNC/Govt/PSU),4.36,566011.48,0,0,4,1,1,0,4,33.34,770
STABLE,27495.03,63685,150321.96,Category A (MNC/Govt/PSU),16.26,205679.38,0,0,0,0,0,0,0,66.23,736
UNSTABLE,64568.08,133409,350531.69,Category A (MNC/Govt/PSU),2.99,376412.62,0,0,4,1,1,0,5,14.64,652
STABLE,6559.54,18922,55391.78,Unlisted,2.05,52262.87,0,0,2,1,0,0,2,74.87,615
STABLE,98649.87,172304,352848.16,Category B (Private Ltd),28.31,302938.48,0,0,5,1,1,1,5,18.98,751
STABLE,50445.97,90868,99618.73,Category B (Private Ltd),6.0,308942.83,0,0,2,1,0,0,3,23.85,756
FLUCTUATING,58569.11,143086,251805.47,Category C (Partnership/Proprietorship),5.29,476497.43,0,0,2,1,1,0,2,64.52,650
STABLE,103257.13,199814,473151.69,Unlisted,1.21,617119.41,3,0,5,1,1,1,6,54.7,587
STABLE,28073.12,59506,99476.69,Category A (MNC/Govt/PSU),1.96,5685.19,0,0,2,0,1,1,2,86.78,577
STABLE,69912.63,156216,385315.6,Category B (Private Ltd),1.58,10083.93,0,0,3,1,0,0,4,77.05,634
STABLE,99143.56,181317,416457.56,Category A (MNC/Govt/PSU),9.33,469989.82,2,0,3,1,0,1,4,21.95,702
FLUCTUATING,36939.36,78446,157107.25,Category B (Private Ltd),4.79,5630.62,0,0,2,0,1,0,2,22.38,614
STABLE,108891.7,295239,388369.38,Category B (Private Ltd),11.55,552989.71,0,0,5,1,1,1,5,73.65,746
FLUCTUATING,140075.35,288550,485696.63,Category A (MNC/Govt/PSU),2.51,925162.07,0,0,0,0,0,0,0,30.72,702
FLUCTUATING,22386.57,54494,125710.32,Category B (Private Ltd),0.67,100126.57,0,0,1,0,0,0,1,66.7,627
STABLE,73053.16,230696,299324.14,Category B (Private Ltd),6.72,21424.47,2,0,5,1,1,1,5,72.05,570
STABLE,26710.0,67251,191906.44,Category B (Private Ltd),1.55,236855.36,0,0,1,0,1,0,1,88.3,657
FLUCTUATING,63471.61,201933,520737.94,Category B (Private Ltd),4.32,6659.4,0,0,4,1,1,1,5,52.54,574
STABLE,53908.21,125729,375941.96,Category A (MNC/Govt/PSU),0.49,10710.55,0,0,4,1,1,1,4,84.54,593
FLUCTUATING,114597.12,278266,692841.28,Category B (Private Ltd),0.84,1354718.48,0,0,5,1,1,1,6,66.19,636
STABLE,46085.59,100577,148991.73,Category C (Partnership/Proprietorship),4.15,451980.81,0,0,1,1,0,0,1,42.68,751
STABLE,143536.02,243651,438723.3,Category A (MNC/Govt/PSU),6.08,10403.68,0,0,4,1,1,1,4,56.64,654
UNSTABLE,36628.41,117107,344115.64,Category C (Partnership/Proprietorship),2.05,2682.65,0,0,0,0,0,0,1,55.97,531
STABLE,75633.85,169331,351161.34,Category C (Partnership/Proprietorship),2.09,10102.78,1,0,1,0,0,1,2,74.35,592
STABLE,113800.52,284770,320220.29,Category B (Private Ltd),8.5,777911.06,0,0,3,1,1,0,3,16.65,772
STABLE,38317.22,119619,336805.51,Category A (MNC/Govt/PSU),11.46,524142.34,0,0,3,0,0,1,3,27.19,783
FLUCTUATING,26051.83,84745,237814.35,Category A (MNC/Govt/PSU),2.36,6712.41,0,0,0,0,0,0,1,90.62,542
STABLE,89212.33,152127,366999.75,Unlisted,5.82,12844.22,0,0,5,1,1,1,5,32.83,628
STABLE,139277.07,284238,746494.94,Category A (MNC/Govt/PSU),1.2,971393.69,1,0,2,1,0,0,3,54.29,722
FLUCTUATING,70845.05,192414,290246.91,Category B (Private Ltd),8.37,584322.8,0,0,1,0,0,0,1,57.62,725
UNSTABLE,58825.18,121689,248933.72,Category A (MNC/Govt/PSU),8.86,410917.05,0,0,5,1,1,1,5,83.32,614
STABLE,124266.54,285850,489278.23,Category B (Private Ltd),16.97,142546.54,1,0,3,0,1,0,4,66.49,681
STABLE,71254.92,226415,258656.54,Category C (Partnership/Proprietorship),7.26,14907.64,0,0,1,0,0,0,2,86.29,603
UNSTABLE,45372.08,119337,134427.01,Category C (Partnership/Proprietorship),4.86,117702.75,0,0,3,1,1,1,3,31.01,604
STABLE,7993.11,17585,43232.79,Category A (MNC/Govt/PSU),2.27,19252.07,0,0,1,0,0,0,1,91.84,603
UNSTABLE,82674.06,146774,356538.55,Category B (Private Ltd),1.59,367929.48,0,0,4,0,1,1,5,69.34,623
FLUCTUATING,96458.84,175961,417170.67,Category B (Private Ltd),1.35,435063.88,0,0,1,1,0,0,2,54.8,701
STABLE,36200.21,89606,146748.42,Category C (Partnership/Proprietorship),1.1,2615.25,0,0,1,0,0,1,2,24.74,620
FLUCTUATING,90861.09,282940,549636.32,Category B (Private Ltd),0.49,487221.44,0,0,3,1,1,1,4,21.62,683
STABLE,67999.39,168207,170190.81,Category A (MNC/Govt/PSU),5.45,696520.64,0,0,5,1,1,1,5,18.22,752
STABLE,39353.88,99422,117965.17,Category C (Partnership/Proprietorship),6.62,161941.09,0,0,5,1,1,1,5,36.95,747
FLUCTUATING,41663.83,117716,246348.63,Category C (Partnership/Proprietorship),1.8,466884.23,0,0,2,0,1,0,3,71.0,648
STABLE,11346.84,27401,37518.94,Category C (Partnership/Proprietorship),1.16,29314.02,0,0,3,1,0,1,4,58.68,692
STABLE,6239.1,19176,37178.21,Unlisted,6.36,578.71,0,0,1,1,0,0,1,10.9,550
STABLE,82672.48,222668,335863.09,Category A (MNC/Govt/PSU),0.34,18712.81,0,0,3,1,0,1,3,79.81,643
FLUCTUATING,95899.85,222411,251665.95,Unlisted,4.83,766784.2,0,0,0,0,0,0,1,79.85,643
STABLE,126300.89,295615,467009.91,Category B (Private Ltd),8.08,974496.99,0,0,3,0,1,1,3,13.29,761
STABLE,86709.67,268415,672678.92,Category C (Partnership/Proprietorship),12.19,1121366.93,0,0,2,0,0,1,3,86.68,673
FLUCTUATING,95141.63,248142,249017.04,Category A (MNC/Govt/PSU),6.95,1233920.4,0,0,2,1,0,0,3,37.38,710
STABLE,36175.32,86990,97634.08,Category A (MNC/Govt/PSU),1.16,308546.3,0,0,4,1,0,1,4,80.55,668
UNSTABLE,42471.99,98295,281493.93,Category A (MNC/Govt/PSU),1.73,33840.99,0,0,2,1,0,0,2,36.07,643
STABLE,110793.39,276842,737255.35,Category B (Private Ltd),5.97,784421.92,0,0,5,1,1,1,6,86.35,666
STABLE,16727.94,28277,75356.96,Category A (MNC/Govt/PSU),2.79,6225.08,0,0,4,0,1,1,5,46.17,721
STABLE,21466.48,39048,115214.99,Category B (Private Ltd),3.1,49478.79,0,0,5,1,1,1,6,10.07,697
STABLE,39965.78,77583,132276.65,Category B (Private Ltd),0.8,53948.04,0,0,1,0,1,0,2,27.78,694
STABLE,50211.72,102635,299189.76,Category A (MNC/Govt/PSU),4.81,242195.83,0,0,0,0,0,0,1,11.41,781
STABLE,7085.19,23570,64696.46,Category B (Private Ltd),1.36,31927.5,0,0,5,1,1,1,5,21.6,640
UNSTABLE,87965.42,192206,227213.0,Category B (Private Ltd),4.73,740726.42,0,0,5,1,1,1,5,71.64,631
UNSTABLE,122696.6,266349,432828.99,Category A (MNC/Govt/PSU),3.52,65763.36,0,0,1,1,0,0,1,25.35,651
STABLE,94481.44,201157,515920.67,Category A (MNC/Govt/PSU),17.43,765510.56,0,0,3,1,1,1,4,42.88,782
FLUCTUATING,20784.3,52517,97076.33,Category B (Private Ltd),9.7,101872.86,0,0,2,0,1,0,3,73.42,656
FLUCTUATING,32695.3,75896,92587.78,Category A (MNC/Govt/PSU),1.5,183114.51,0,0,5,1,1,1,6,47.98,663
STABLE,135535.0,239905,509101.79,Category B (Private Ltd),10.4,740706.19,0,0,0,0,0,0,1,15.28,776
STABLE,104850.9,298874,774581.38,Category A (MNC/Govt/PSU),1.66,914004.41,0,0,3,1,0,0,3,71.65,738
STABLE,46741.05,111173,196804.02,Category A (MNC/Govt/PSU),4.75,6156.02,0,0,0,0,0,0,1,39.94,712
FLUCTUATING,54369.61,134403,327387.03,Category A (MNC/Govt/PSU),1.53,141608.68,0,0,5,1,1,1,5,62.52,619
FLUCTUATING,139948.88,281172,528473.18,Category B (Private Ltd),5.03,22576.39,0,0,2,1,0,0,2,49.9,620
STABLE,61769.34,126351,307408.68,Category A (MNC/Govt/PSU),6.81,217979.27,0,0,4,1,1,0,5,23.75,753
STABLE,89202.37,238137,413758.48,Category C (Partnership/Proprietorship),0.61,778658.86,0,0,4,0,1,1,5,38.52,733
FLUCTUATING,109368.93,228565,294975.07,Category C (Partnership/Proprietorship),1.23,254034.81,0,0,2,1,0,1,3,13.29,626
FLUCTUATING,110141.68,247012,316846.8,Category B (Private Ltd),0.59,754962.26,2,0,1,0,0,0,2,55.85,605
STABLE,61675.34,179660,496960.3,Category B (Private Ltd),4.76,362668.04,0,0,3,1,1,1,4,42.92,754
STABLE,34975.25,71599,203610.2,Category A (MNC/Govt/PSU),1.75,141889.62,0,0,0,0,0,0,0,94.14,651
FLUCTUATING,64254.95,167481,456410.63,Unlisted,1.47,636561.5,0,0,0,0,0,0,1,80.03,570
STABLE,76431.23,230079,294334.73,Category B (Private Ltd),1.94,1131057.13,0,0,1,0,1,0,1,56.13,730
UNSTABLE,55390.06,173380,307978.86,Category A (MNC/Govt/PSU),1.31,90787.76,0,0,2,0,0,1,2,11.63,646
UNSTABLE,21410.92,64716,105172.53,Category C (Partnership/Proprietorship),3.69,1826.6,0,0,4,0,1,1,4,73.5,468
FLUCTUATING,8709.49,21809,65264.37,Category A (MNC/Govt/PSU),2.8,13640.52,0,0,3,0,1,0,4,10.81,607
STABLE,142364.77,299022,678728.53,Category B (Private Ltd),8.57,1279442.03,0,0,5,1,1,1,6,52.97,756
STABLE,146745.7,264031,337973.25,Category B (Private Ltd),0.39,901607.75,1,0,4,1,0,1,4,89.27,628
STABLE,42571.11,135401,225999.92,Category B (Private Ltd),7.85,10267.98,2,0,0,0,0,0,1,70.55,605
STABLE,38365.85,77824,141144.93,Category B (Private Ltd),5.92,125877.97,0,0,5,1,1,1,5,17.55,722
FLUCTUATING,83946.33,187284,508282.71,Category B (Private Ltd),2.65,8504.05,0,0,3,0,1,0,3,40.2,563
FLUCTUATING,32173.36,57672,166400.58,Category B (Private Ltd),0.82,22793.46,0,0,3,0,1,1,3,86.28,545
STABLE,75193.93,171778,442363.1,Category A (MNC/Govt/PSU),0.29,13019.61,0,0,0,0,0,0,1,72.24,674
STABLE,132547.37,228735,662052.02,Category C (Partnership/Proprietorship),1.44,592117.93,0,0,3,1,1,0,4,40.85,708
FLUCTUATING,98241.87,246729,571521.78,Category A (MNC/Govt/PSU),3.54,11163.05,0,0,3,0,1,0,3,47.77,601
STABLE,57509.74,109138,189663.15,Category C (Partnership/Proprietorship),2.31,317229.48,2,0,4,0,1,1,5,89.24,555
UNSTABLE,58158.6,153398,368338.91,Unlisted,6.19,155117.05,0,0,0,0,0,0,0,53.37,608
STABLE,36078.44,80793,213722.28,Category A (MNC/Govt/PSU),3.7,56802.26,2,0,2,0,1,1,3,71.18,621
STABLE,34874.85,89258,131876.63,Category B (Private Ltd),9.01,6591.37,0,0,3,1,1,0,4,87.71,599
UNSTABLE,68352.0,115461,344162.5,Category B (Private Ltd),0.68,316361.16,0,0,0,0,0,0,1,70.45,637
STABLE,91361.82,220511,480680.1,Category C (Partnership/Proprietorship),1.21,1061002.07,0,0,1,0,0,0,2,85.23,652
UNSTABLE,73304.1,143823,290407.94,Category A (MNC/Govt/PSU),0.66,1667.53,1,0,5,1,1,1,6,94.89,416
FLUCTUATING,47439.91,107972,140832.35,Category B (Private Ltd),0.86,510136.49,0,0,5,1,1,1,5,84.8,603
STABLE,112106.83,215446,588154.03,Category B (Private Ltd),1.71,397685.05,0,0,1,0,0,1,2,86.53,684
FLUCTUATING,90546.82,164161,407704.79,Unlisted,0.9,9640.95,0,0,0,0,0,0,0,74.22,545
STABLE,13882.03,27077,57909.41,Category C (Partnership/Proprietorship),4.96,95975.91,0,0,0,0,0,0,1,90.38,642
STABLE,59793.06,156919,327157.82,Unlisted,9.69,258134.92,0,0,5,1,1,1,5,20.18,724
FLUCTUATING,152081.0,279548,474937.79,Category B (Private Ltd),0.94,83108.78,0,0,2,0,0,1,2,70.21,625
STABLE,78499.11,220793,649972.94,Category C (Partnership/Proprietorship),8.98,9251.57,0,0,0,0,0,0,0,46.47,656
STABLE,9508.77,18373,49710.18,Category A (MNC/Govt/PSU),1.26,78841.81,0,0,1,1,0,0,1,12.13,686
STABLE,106940.48,270346,687980.68,Unlisted,14.36,347779.51,2,0,5,1,1,1,6,23.72,609
STABLE,13780.0,25327,74660.14,Category B (Private Ltd),2.01,1278.78,0,0,0,0,0,0,0,53.66,662
STABLE,19434.8,50849,131829.33,Category A (MNC/Govt/PSU),11.77,99397.17,0,0,3,0,0,1,4,12.43,768
STABLE,8445.76,26719,49657.58,Category C (Partnership/Proprietorship),6.28,6572.79,2,0,4,1,1,1,5,31.47,599
STABLE,65867.19,161944,434749.06,Category C (Partnership/Proprietorship),24.24,392492.61,0,2,5,1,1,1,6,69.54,593
STABLE,95401.12,171503,513924.23,Category A (MNC/Govt/PSU),5.92,508421.19,0,0,3,1,1,1,3,43.62,748
UNSTABLE,80221.45,265333,294599.83,Category A (MNC/Govt/PSU),3.05,6377.09,0,0,5,1,1,1,5,88.33,469
STABLE,101642.44,257067,527714.14,Category C (Partnership/Proprietorship),7.32,908096.93,1,0,0,0,0,0,0,67.78,687
STABLE,103343.27,227129,402082.26,Category A (MNC/Govt/PSU),2.4,68301.87,0,0,5,1,1,1,5,46.39,727
STABLE,62116.03,107012,170314.29,Category A (MNC/Govt/PSU),0.18,377637.52,0,0,2,0,1,0,3,14.67,743
FLUCTUATING,113908.57,277618,711809.38,Category A (MNC/Govt/PSU),0.25,1193129.82,0,0,1,0,0,0,2,21.04,692
STABLE,17778.07,35775,69130.97,Unlisted,10.56,71000.67,0,0,2,1,0,0,2,70.92,692
STABLE,53502.15,157162,460532.61,Category B (Private Ltd),8.39,461456.14,0,0,3,1,0,1,4,19.8,757
UNSTABLE,99367.45,271894,298882.67,Category B (Private Ltd),3.16,9126.54,2,0,1,0,1,0,1,13.05,468
STABLE,119392.25,291190,554470.35,Category A (MNC/Govt/PSU),5.73,311380.48,0,0,2,0,1,0,2,21.52,741
FLUCTUATING,11312.92,37546,61637.34,Category A (MNC/Govt/PSU),2.5,73746.1,0,0,4,1,0,1,4,89.62,615
FLUCTUATING,34057.95,70526,154434.59,Category B (Private Ltd),0.02,329880.48,0,0,4,1,1,1,5,21.89,653
STABLE,81103.15,179645,372482.64,Category A (MNC/Govt/PSU),1.46,887091.5,0,0,0,0,0,0,0,18.17,775
FLUCTUATING,126219.81,251290,719534.23,Category C (Partnership/Proprietorship),4.32,803931.62,0,0,1,0,1,0,1,60.37,646
UNSTABLE,75919.82,136077,270076.85,Category B (Private Ltd),1.13,261623.79,2,2,1,0,0,0,2,17.21,451
STABLE,124838.32,217733,467060.45,Category B (Private Ltd),0.56,822307.74,0,0,4,1,1,1,4,47.64,731
STABLE,70055.9,191410,543877.4,Category C (Partnership/Proprietorship),6.68,365889.9,0,0,5,1,1,1,5,45.42,722
FLUCTUATING,7206.69,21282,32574.0,Unlisted,14.62,42518.13,0,0,0,0,0,0,1,22.73,607
UNSTABLE,81950.04,154499,274779.5,Category C (Partnership/Proprietorship),19.82,657620.91,3,1,0,0,0,0,0,51.29,498
STABLE,57305.14,177452,383365.49,Category A (MNC/Govt/PSU),0.21,565939.45,0,0,2,0,0,1,2,23.55,773
FLUCTUATING,29294.57,51682,146116.18,Category B (Private Ltd),8.22,223249.18,0,0,5,1,1,1,5,74.88,651
UNSTABLE,9662.59,21227,29497.21,Category B (Private Ltd),8.32,84537.98,0,0,4,1,0,1,5,73.65,591
STABLE,102034.8,171383,203938.06,Category A (MNC/Govt/PSU),0.61,442549.65,0,0,3,1,1,0,4,21.69,760
FLUCTUATING,93570.12,163484,263296.39,Category A (MNC/Govt/PSU),13.02,2397.02,1,0,5,1,1,1,6,73.95,532
